ballx,bally,velx,vely,paddley
653,183,-8,8,176
645,191,-8,8,176
637,199,-8,8,176
629,207,-8,8,176
621,215,-8,8,176
613,223,-8,8,176
605,231,-8,8,176
597,239,-8,8,176
589,247,-8,8,176
581,255,-8,8,176
573,263,-8,8,176
565,271,-8,8,176
557,279,-8,8,176
549,287,-8,8,176
541,295,-8,8,176
533,303,-8,8,176
525,311,-8,8,176
517,319,-8,8,176
509,327,-8,8,176
501,335,-8,8,176
493,343,-8,8,176
485,351,-8,8,176
477,359,-8,8,176
469,367,-8,8,176
461,375,-8,8,176
453,367,-8,-8,176
445,359,-8,-8,176
437,351,-8,-8,170
429,343,-8,-8,164
421,335,-8,-8,158
413,327,-8,-8,152
405,319,-8,-8,146
397,311,-8,-8,140
389,303,-8,-8,140
381,295,-8,-8,140
373,287,-8,-8,140
365,279,-8,-8,140
357,271,-8,-8,140
349,263,-8,-8,140
341,255,-8,-8,140
333,247,-8,-8,140
325,239,-8,-8,140
317,231,-8,-8,134
309,223,-8,-8,128
301,215,-8,-8,122
293,207,-8,-8,116
285,199,-8,-8,110
277,191,-8,-8,104
269,183,-8,-8,98
261,175,-8,-8,92
253,167,-8,-8,86
245,159,-8,-8,80
237,151,-8,-8,80
229,143,-8,-8,80
221,135,-8,-8,80
213,127,-8,-8,80
205,119,-8,-8,80
197,111,-8,-8,80
189,103,-8,-8,80
181,95,-8,-8,74
173,87,-8,-8,68
165,79,-8,-8,62
157,71,-8,-8,56
149,63,-8,-8,50
141,55,-8,-8,44
133,47,-8,-8,38
125,39,-8,-8,32
117,31,-8,-8,26
109,23,-8,-8,20
101,31,-8,8,14
93,39,-8,8,20
85,47,-8,8,20
77,55,-8,8,20
69,63,-8,8,20
61,71,-8,8,20
53,79,-8,8,20
45,87,-8,8,26
53,95,8,8,32
61,103,8,8,38
69,111,8,8,44
77,119,8,8,50
85,127,8,8,56
93,135,8,8,62
101,143,8,8,68
109,151,8,8,74
117,159,8,8,80
125,167,8,8,86
133,175,8,8,92
141,183,8,8,98
149,191,8,8,104
157,199,8,8,110
165,207,8,8,116
173,215,8,8,122
181,223,8,8,128
189,231,8,8,134
197,239,8,8,140
205,247,8,8,146
213,255,8,8,152
221,263,8,8,152
229,271,8,8,152
237,279,8,8,152
245,287,8,8,152
253,295,8,8,152
261,303,8,8,152
269,311,8,8,152
277,319,8,8,152
285,327,8,8,152
293,335,8,8,152
301,343,8,8,152
309,351,8,8,152
317,359,8,8,152
325,367,8,8,152
333,375,8,8,152
341,367,8,-8,152
349,359,8,-8,152
357,351,8,-8,152
365,343,8,-8,152
373,335,8,-8,152
381,327,8,-8,152
389,319,8,-8,152
397,311,8,-8,152
405,303,8,-8,152
413,295,8,-8,152
421,287,8,-8,152
429,279,8,-8,152
437,271,8,-8,152
445,263,8,-8,152
453,255,8,-8,152
461,247,8,-8,152
469,239,8,-8,152
477,231,8,-8,152
485,223,8,-8,152
493,215,8,-8,152
501,207,8,-8,152
509,199,8,-8,152
517,191,8,-8,152
525,183,8,-8,152
533,175,8,-8,152
541,167,8,-8,152
549,159,8,-8,152
557,151,8,-8,152
565,143,8,-8,152
573,135,8,-8,152
581,127,8,-8,152
589,119,8,-8,152
597,111,8,-8,152
605,103,8,-8,152
613,95,8,-8,152
621,87,8,-8,152
629,79,8,-8,152
637,71,8,-8,152
645,63,8,-8,152
653,55,8,-8,152
661,47,8,-8,152
653,39,-8,-8,152
645,31,-8,-8,152
637,23,-8,-8,152
629,31,-8,8,152
621,39,-8,8,152
613,47,-8,8,152
605,55,-8,8,152
597,63,-8,8,152
589,71,-8,8,152
581,79,-8,8,152
573,87,-8,8,152
565,95,-8,8,152
557,103,-8,8,152
549,111,-8,8,152
541,119,-8,8,152
533,127,-8,8,152
525,135,-8,8,152
517,143,-8,8,152
509,151,-8,8,152
501,159,-8,8,152
493,167,-8,8,152
485,175,-8,8,152
477,183,-8,8,152
469,191,-8,8,152
461,199,-8,8,152
453,207,-8,8,152
445,215,-8,8,152
437,223,-8,8,152
429,231,-8,8,152
421,239,-8,8,152
413,247,-8,8,152
405,255,-8,8,152
397,263,-8,8,152
389,271,-8,8,152
381,279,-8,8,152
373,287,-8,8,152
365,295,-8,8,152
357,303,-8,8,152
349,311,-8,8,152
341,319,-8,8,152
333,327,-8,8,152
325,335,-8,8,152
317,343,-8,8,152
309,351,-8,8,152
301,359,-8,8,152
293,367,-8,8,152
285,375,-8,8,152
277,367,-8,-8,152
269,359,-8,-8,152
261,351,-8,-8,152
253,343,-8,-8,152
245,335,-8,-8,152
237,327,-8,-8,152
229,319,-8,-8,152
221,311,-8,-8,152
213,303,-8,-8,152
205,295,-8,-8,152
197,287,-8,-8,152
189,279,-8,-8,152
181,271,-8,-8,146
173,263,-8,-8,140
165,255,-8,-8,134
157,247,-8,-8,128
149,239,-8,-8,122
141,231,-8,-8,116
133,223,-8,-8,110
125,215,-8,-8,104
117,207,-8,-8,98
109,199,-8,-8,92
101,191,-8,-8,86
93,183,-8,-8,80
85,175,-8,-8,74
77,167,-8,-8,68
69,159,-8,-8,62
61,151,-8,-8,62
53,143,-8,-8,62
45,135,-8,-8,62
53,127,8,-8,62
61,119,8,-8,62
69,111,8,-8,62
77,103,8,-8,68
85,95,8,-8,74
93,87,8,-8,80
101,79,8,-8,86
109,71,8,-8,92
117,63,8,-8,98
125,55,8,-8,104
133,47,8,-8,110
141,39,8,-8,116
149,31,8,-8,122
157,23,8,-8,128
165,31,8,8,134
173,39,8,8,140
181,47,8,8,146
189,55,8,8,152
197,63,8,8,152
205,71,8,8,152
213,79,8,8,152
221,87,8,8,152
229,95,8,8,152
237,103,8,8,152
245,111,8,8,152
253,119,8,8,152
261,127,8,8,152
269,135,8,8,152
277,143,8,8,152
285,151,8,8,152
293,159,8,8,152
301,167,8,8,152
309,175,8,8,152
317,183,8,8,152
325,191,8,8,152
333,199,8,8,152
341,207,8,8,152
349,215,8,8,152
357,223,8,8,152
365,231,8,8,152
373,239,8,8,152
381,247,8,8,152
389,255,8,8,152
397,263,8,8,152
405,271,8,8,152
413,279,8,8,152
421,287,8,8,152
429,295,8,8,152
437,303,8,8,152
445,311,8,8,152
453,319,8,8,152
461,327,8,8,152
469,335,8,8,152
477,343,8,8,152
485,351,8,8,152
493,359,8,8,152
501,367,8,8,152
509,375,8,8,152
517,367,8,-8,152
525,359,8,-8,152
533,351,8,-8,152
541,343,8,-8,152
549,335,8,-8,152
557,327,8,-8,152
565,319,8,-8,152
573,311,8,-8,152
581,303,8,-8,152
589,295,8,-8,152
597,287,8,-8,152
605,279,8,-8,152
613,271,8,-8,152
621,263,8,-8,152
629,255,8,-8,152
637,247,8,-8,152
645,239,8,-8,152
653,231,8,-8,152
661,223,8,-8,152
653,215,-8,-8,152
645,207,-8,-8,152
637,199,-8,-8,152
629,191,-8,-8,152
621,183,-8,-8,152
613,175,-8,-8,152
605,167,-8,-8,152
597,159,-8,-8,152
589,151,-8,-8,152
581,143,-8,-8,152
573,135,-8,-8,152
565,127,-8,-8,152
557,119,-8,-8,152
549,111,-8,-8,152
541,103,-8,-8,152
533,95,-8,-8,152
525,87,-8,-8,152
517,79,-8,-8,152
509,71,-8,-8,152
501,63,-8,-8,152
493,55,-8,-8,152
485,47,-8,-8,152
477,39,-8,-8,146
469,31,-8,-8,140
461,23,-8,-8,134
453,31,-8,8,128
445,39,-8,8,122
437,47,-8,8,116
429,55,-8,8,110
421,63,-8,8,104
413,71,-8,8,98
405,79,-8,8,92
397,87,-8,8,92
389,95,-8,8,92
381,103,-8,8,92
373,111,-8,8,92
365,119,-8,8,92
357,127,-8,8,92
349,135,-8,8,92
341,143,-8,8,98
333,151,-8,8,104
325,159,-8,8,110
317,167,-8,8,116
309,175,-8,8,122
301,183,-8,8,128
293,191,-8,8,134
285,199,-8,8,140
277,207,-8,8,146
269,215,-8,8,152
261,223,-8,8,158
253,231,-8,8,164
245,239,-8,8,170
237,247,-8,8,176
229,255,-8,8,182
221,263,-8,8,188
213,271,-8,8,194
205,279,-8,8,200
197,287,-8,8,206
189,295,-8,8,212
181,303,-8,8,218
173,311,-8,8,224
165,319,-8,8,230
157,327,-8,8,236
149,335,-8,8,242
141,343,-8,8,248
133,351,-8,8,254
125,359,-8,8,260
117,367,-8,8,266
109,375,-8,8,272
101,367,-8,-8,278
93,359,-8,-8,284
85,351,-8,-8,286
77,343,-8,-8,286
69,335,-8,-8,286
61,327,-8,-8,280
53,319,-8,-8,280
45,311,-8,-8,280
53,303,8,-8,280
61,295,8,-8,280
69,287,8,-8,280
77,279,8,-8,274
85,271,8,-8,268
93,263,8,-8,262
101,255,8,-8,256
109,247,8,-8,250
117,239,8,-8,244
125,231,8,-8,238
133,223,8,-8,232
141,215,8,-8,226
149,207,8,-8,220
157,199,8,-8,214
165,191,8,-8,208
173,183,8,-8,202
181,175,8,-8,196
189,167,8,-8,190
197,159,8,-8,184
205,151,8,-8,178
213,143,8,-8,172
221,135,8,-8,166
229,127,8,-8,160
237,119,8,-8,154
245,111,8,-8,148
253,103,8,-8,148
261,95,8,-8,148
269,87,8,-8,148
277,79,8,-8,148
285,71,8,-8,148
293,63,8,-8,148
301,55,8,-8,148
309,47,8,-8,148
317,39,8,-8,148
325,31,8,-8,148
333,23,8,-8,148
341,31,8,8,148
349,39,8,8,148
357,47,8,8,148
365,55,8,8,148
373,63,8,8,148
381,71,8,8,148
389,79,8,8,148
397,87,8,8,148
405,95,8,8,148
413,103,8,8,148
421,111,8,8,148
429,119,8,8,148
437,127,8,8,148
445,135,8,8,148
453,143,8,8,148
461,151,8,8,148
469,159,8,8,148
477,167,8,8,148
485,175,8,8,148
493,183,8,8,148
501,191,8,8,148
509,199,8,8,148
517,207,8,8,148
525,215,8,8,148
533,223,8,8,148
541,231,8,8,148
549,239,8,8,148
557,247,8,8,148
565,255,8,8,148
573,263,8,8,148
581,271,8,8,148
589,279,8,8,148
597,287,8,8,148
605,295,8,8,148
613,303,8,8,148
621,311,8,8,148
629,319,8,8,148
637,327,8,8,148
645,335,8,8,148
653,343,8,8,148
661,351,8,8,148
653,359,-8,8,148
645,367,-8,8,148
637,375,-8,8,148
629,367,-8,-8,148
621,359,-8,-8,148
613,351,-8,-8,148
605,343,-8,-8,148
597,335,-8,-8,148
589,327,-8,-8,148
581,319,-8,-8,148
573,311,-8,-8,148
565,303,-8,-8,142
557,295,-8,-8,136
549,287,-8,-8,130
541,279,-8,-8,124
533,271,-8,-8,118
525,263,-8,-8,118
517,255,-8,-8,118
509,247,-8,-8,118
501,239,-8,-8,118
493,231,-8,-8,118
485,223,-8,-8,118
477,215,-8,-8,118
469,207,-8,-8,118
461,199,-8,-8,118
453,191,-8,-8,118
445,183,-8,-8,124
437,175,-8,-8,130
429,167,-8,-8,136
421,159,-8,-8,142
413,151,-8,-8,142
405,143,-8,-8,142
397,135,-8,-8,142
389,127,-8,-8,142
381,119,-8,-8,142
373,111,-8,-8,142
365,103,-8,-8,142
357,95,-8,-8,142
349,87,-8,-8,142
341,79,-8,-8,142
333,71,-8,-8,142
325,63,-8,-8,142
317,55,-8,-8,142
309,47,-8,-8,142
301,39,-8,-8,142
293,31,-8,-8,142
285,23,-8,-8,142
277,31,-8,8,136
269,39,-8,8,130
261,47,-8,8,124
253,55,-8,8,118
245,63,-8,8,112
237,71,-8,8,112
229,79,-8,8,112
221,87,-8,8,112
213,95,-8,8,112
205,103,-8,8,112
197,111,-8,8,112
189,119,-8,8,112
181,127,-8,8,118
173,135,-8,8,124
165,143,-8,8,130
157,151,-8,8,136
149,159,-8,8,142
141,167,-8,8,148
133,175,-8,8,154
125,183,-8,8,160
117,191,-8,8,166
109,199,-8,8,172
101,207,-8,8,178
93,215,-8,8,184
85,223,-8,8,190
77,231,-8,8,196
69,239,-8,8,202
61,247,-8,8,208
53,255,-8,8,214
45,263,-8,8,220
53,271,8,8,226
61,279,8,8,232
69,287,8,8,238
77,295,8,8,244
85,303,8,8,250
93,311,8,8,256
101,319,8,8,262
109,327,8,8,268
117,335,8,8,274
125,343,8,8,280
133,351,8,8,280
141,359,8,8,280
149,367,8,8,280
157,375,8,8,280
165,367,8,-8,274
173,359,8,-8,268
181,351,8,-8,262
189,343,8,-8,256
197,335,8,-8,250
205,327,8,-8,244
213,319,8,-8,238
221,311,8,-8,232
229,303,8,-8,226
237,295,8,-8,220
245,287,8,-8,214
253,279,8,-8,208
261,271,8,-8,202
269,263,8,-8,196
277,255,8,-8,190
285,247,8,-8,190
293,239,8,-8,190
301,231,8,-8,190
309,223,8,-8,190
317,215,8,-8,190
325,207,8,-8,190
333,199,8,-8,190
341,191,8,-8,190
349,183,8,-8,190
357,175,8,-8,190
365,167,8,-8,190
373,159,8,-8,190
381,151,8,-8,190
389,143,8,-8,190
397,135,8,-8,190
405,127,8,-8,190
413,119,8,-8,190
421,111,8,-8,190
429,103,8,-8,190
437,95,8,-8,190
445,87,8,-8,190
453,79,8,-8,190
461,71,8,-8,190
469,63,8,-8,190
477,55,8,-8,190
485,47,8,-8,190
493,39,8,-8,190
501,31,8,-8,190
509,23,8,-8,190
517,31,8,8,190
525,39,8,8,190
533,47,8,8,190
541,55,8,8,190
549,63,8,8,190
557,71,8,8,190
565,79,8,8,190
573,87,8,8,190
581,95,8,8,190
589,103,8,8,190
597,111,8,8,190
605,119,8,8,190
613,127,8,8,190
621,135,8,8,190
629,143,8,8,190
637,151,8,8,190
645,159,8,8,190
653,167,8,8,190
661,175,8,8,190
653,183,-8,8,190
645,191,-8,8,190
637,199,-8,8,190
629,207,-8,8,190
621,215,-8,8,190
613,223,-8,8,190
605,231,-8,8,190
597,239,-8,8,190
589,247,-8,8,190
581,255,-8,8,190
573,263,-8,8,190
565,271,-8,8,190
557,279,-8,8,190
549,287,-8,8,190
541,295,-8,8,190
533,303,-8,8,190
525,311,-8,8,190
517,319,-8,8,190
509,327,-8,8,190
501,335,-8,8,190
493,343,-8,8,190
485,351,-8,8,190
477,359,-8,8,190
469,367,-8,8,190
461,375,-8,8,190
453,367,-8,-8,190
445,359,-8,-8,184
437,351,-8,-8,178
429,343,-8,-8,172
421,335,-8,-8,166
413,327,-8,-8,160
405,319,-8,-8,154
397,311,-8,-8,148
389,303,-8,-8,148
381,295,-8,-8,148
373,287,-8,-8,148
365,279,-8,-8,148
357,271,-8,-8,148
349,263,-8,-8,148
341,255,-8,-8,148
333,247,-8,-8,148
325,239,-8,-8,142
317,231,-8,-8,136
309,223,-8,-8,130
301,215,-8,-8,124
293,207,-8,-8,118
285,199,-8,-8,112
277,191,-8,-8,106
269,183,-8,-8,100
261,175,-8,-8,94
253,167,-8,-8,88
245,159,-8,-8,82
237,151,-8,-8,76
229,143,-8,-8,70
221,135,-8,-8,64
213,127,-8,-8,58
205,119,-8,-8,52
197,111,-8,-8,46
189,103,-8,-8,40
181,95,-8,-8,34
173,87,-8,-8,28
165,79,-8,-8,22
157,71,-8,-8,22
149,63,-8,-8,22
141,55,-8,-8,22
133,47,-8,-8,22
125,39,-8,-8,22
117,31,-8,-8,22
109,23,-8,-8,22
101,31,-8,8,22
93,39,-8,8,22
85,47,-8,8,22
77,55,-8,8,22
69,63,-8,8,22
61,71,-8,8,22
53,79,-8,8,22
45,87,-8,8,22
53,95,8,8,22
61,103,8,8,22
69,111,8,8,28
77,119,8,8,34
85,127,8,8,40
93,135,8,8,46
101,143,8,8,52
109,151,8,8,58
117,159,8,8,64
125,167,8,8,70
133,175,8,8,76
141,183,8,8,82
149,191,8,8,88
157,199,8,8,94
165,207,8,8,100
173,215,8,8,106
181,223,8,8,112
189,231,8,8,118
197,239,8,8,124
205,247,8,8,130
213,255,8,8,136
221,263,8,8,142
229,271,8,8,148
237,279,8,8,154
245,287,8,8,160
253,295,8,8,166
261,303,8,8,166
269,311,8,8,166
277,319,8,8,166
285,327,8,8,166
293,335,8,8,166
301,343,8,8,166
309,351,8,8,166
317,359,8,8,166
325,367,8,8,166
333,375,8,8,166
341,367,8,-8,166
349,359,8,-8,166
357,351,8,-8,166
365,343,8,-8,166
373,335,8,-8,166
381,327,8,-8,166
389,319,8,-8,166
397,311,8,-8,166
405,303,8,-8,166
413,295,8,-8,166
421,287,8,-8,166
429,279,8,-8,166
437,271,8,-8,166
445,263,8,-8,166
453,255,8,-8,166
461,247,8,-8,166
469,239,8,-8,166
477,231,8,-8,166
485,223,8,-8,166
493,215,8,-8,166
501,207,8,-8,166
509,199,8,-8,166
517,191,8,-8,166
525,183,8,-8,166
533,175,8,-8,166
541,167,8,-8,166
549,159,8,-8,166
557,151,8,-8,166
565,143,8,-8,166
573,135,8,-8,166
581,127,8,-8,166
589,119,8,-8,166
597,111,8,-8,166
605,103,8,-8,166
613,95,8,-8,166
621,87,8,-8,166
629,79,8,-8,166
637,71,8,-8,166
645,63,8,-8,166
653,55,8,-8,166
661,47,8,-8,166
653,39,-8,-8,166
645,31,-8,-8,166
637,23,-8,-8,166
629,31,-8,8,166
621,39,-8,8,166
613,47,-8,8,166
605,55,-8,8,166
597,63,-8,8,166
589,71,-8,8,166
581,79,-8,8,166
573,87,-8,8,166
565,95,-8,8,166
557,103,-8,8,166
549,111,-8,8,166
541,119,-8,8,166
533,127,-8,8,166
525,135,-8,8,166
517,143,-8,8,166
509,151,-8,8,166
501,159,-8,8,166
493,167,-8,8,166
485,175,-8,8,166
477,183,-8,8,166
469,191,-8,8,166
461,199,-8,8,166
453,207,-8,8,166
445,215,-8,8,166
437,223,-8,8,166
429,231,-8,8,166
421,239,-8,8,166
413,247,-8,8,172
405,255,-8,8,178
397,263,-8,8,184
389,271,-8,8,190
381,279,-8,8,196
373,287,-8,8,202
365,295,-8,8,208
357,303,-8,8,214
349,311,-8,8,220
341,319,-8,8,226
333,327,-8,8,226
325,335,-8,8,226
317,343,-8,8,226
309,351,-8,8,226
301,359,-8,8,226
293,367,-8,8,226
285,375,-8,8,226
277,367,-8,-8,226
269,359,-8,-8,226
261,351,-8,-8,226
253,343,-8,-8,226
245,335,-8,-8,220
237,327,-8,-8,214
229,319,-8,-8,208
221,311,-8,-8,202
213,303,-8,-8,196
205,295,-8,-8,190
197,287,-8,-8,184
189,279,-8,-8,184
181,271,-8,-8,184
173,263,-8,-8,184
165,255,-8,-8,184
157,247,-8,-8,184
149,239,-8,-8,184
141,231,-8,-8,178
133,223,-8,-8,172
125,215,-8,-8,166
117,207,-8,-8,160
109,199,-8,-8,154
101,191,-8,-8,148
93,183,-8,-8,142
85,175,-8,-8,136
77,167,-8,-8,130
69,159,-8,-8,124
61,151,-8,-8,118
53,143,-8,-8,112
45,135,-8,-8,106
53,127,8,-8,100
61,119,8,-8,94
69,111,8,-8,88
77,103,8,-8,82
85,95,8,-8,76
93,87,8,-8,70
101,79,8,-8,64
109,71,8,-8,58
117,63,8,-8,58
125,55,8,-8,58
133,47,8,-8,58
141,39,8,-8,58
149,31,8,-8,58
157,23,8,-8,58
165,31,8,8,58
173,39,8,8,58
181,47,8,8,58
189,55,8,8,58
197,63,8,8,58
205,71,8,8,58
213,79,8,8,58
221,87,8,8,58
229,95,8,8,58
237,103,8,8,58
245,111,8,8,58
253,119,8,8,58
261,127,8,8,58
269,135,8,8,58
277,143,8,8,58
285,151,8,8,58
293,159,8,8,58
301,167,8,8,58
309,175,8,8,58
317,183,8,8,58
325,191,8,8,58
333,199,8,8,58
341,207,8,8,58
349,215,8,8,58
357,223,8,8,58
365,231,8,8,58
373,239,8,8,58
381,247,8,8,58
389,255,8,8,58
397,263,8,8,58
405,271,8,8,58
413,279,8,8,58
421,287,8,8,58
429,295,8,8,58
437,303,8,8,58
445,311,8,8,58
453,319,8,8,58
461,327,8,8,58
469,335,8,8,58
477,343,8,8,58
485,351,8,8,58
493,359,8,8,58
501,367,8,8,58
509,375,8,8,58
517,367,8,-8,58
525,359,8,-8,58
533,351,8,-8,58
541,343,8,-8,58
549,335,8,-8,58
557,327,8,-8,58
565,319,8,-8,58
573,311,8,-8,58
581,303,8,-8,58
589,295,8,-8,58
597,287,8,-8,58
605,279,8,-8,58
613,271,8,-8,58
621,263,8,-8,58
629,255,8,-8,58
637,247,8,-8,58
645,239,8,-8,58
653,231,8,-8,58
661,223,8,-8,58
653,215,-8,-8,58
645,207,-8,-8,58
637,199,-8,-8,58
629,191,-8,-8,58
621,183,-8,-8,58
613,175,-8,-8,58
605,167,-8,-8,58
597,159,-8,-8,58
589,151,-8,-8,58
581,143,-8,-8,58
573,135,-8,-8,58
565,127,-8,-8,58
557,119,-8,-8,58
549,111,-8,-8,58
541,103,-8,-8,58
533,95,-8,-8,58
525,87,-8,-8,58
517,79,-8,-8,58
509,71,-8,-8,58
501,63,-8,-8,58
493,55,-8,-8,58
485,47,-8,-8,58
477,39,-8,-8,58
469,31,-8,-8,58
461,23,-8,-8,64
453,31,-8,8,70
445,39,-8,8,76
437,47,-8,8,82
429,55,-8,8,88
421,63,-8,8,94
413,71,-8,8,100
405,79,-8,8,106
397,87,-8,8,112
389,95,-8,8,118
381,103,-8,8,124
373,111,-8,8,130
365,119,-8,8,136
357,127,-8,8,142
349,135,-8,8,148
341,143,-8,8,148
333,151,-8,8,148
325,159,-8,8,148
317,167,-8,8,148
309,175,-8,8,148
301,183,-8,8,148
293,191,-8,8,148
285,199,-8,8,148
277,207,-8,8,148
269,215,-8,8,148
261,223,-8,8,154
253,231,-8,8,160
245,239,-8,8,166
237,247,-8,8,172
229,255,-8,8,178
221,263,-8,8,184
213,271,-8,8,190
205,279,-8,8,196
197,287,-8,8,202
189,295,-8,8,208
181,303,-8,8,214
173,311,-8,8,220
165,319,-8,8,226
157,327,-8,8,232
149,335,-8,8,238
141,343,-8,8,244
133,351,-8,8,250
125,359,-8,8,256
117,367,-8,8,262
109,375,-8,8,262
101,367,-8,-8,262
93,359,-8,-8,262
85,351,-8,-8,262
77,343,-8,-8,262
69,335,-8,-8,262
61,327,-8,-8,262
53,319,-8,-8,256
45,311,-8,-8,250
53,303,8,-8,244
61,295,8,-8,238
69,287,8,-8,232
77,279,8,-8,226
85,271,8,-8,220
93,263,8,-8,214
101,255,8,-8,208
109,247,8,-8,202
117,239,8,-8,196
125,231,8,-8,190
133,223,8,-8,184
141,215,8,-8,178
149,207,8,-8,172
157,199,8,-8,166
165,191,8,-8,160
173,183,8,-8,154
181,175,8,-8,148
189,167,8,-8,142
197,159,8,-8,136
205,151,8,-8,130
213,143,8,-8,130
221,135,8,-8,130
229,127,8,-8,130
237,119,8,-8,130
245,111,8,-8,130
253,103,8,-8,130
261,95,8,-8,130
269,87,8,-8,130
277,79,8,-8,130
285,71,8,-8,130
293,63,8,-8,130
301,55,8,-8,130
309,47,8,-8,130
317,39,8,-8,130
325,31,8,-8,130
333,23,8,-8,130
341,31,8,8,130
349,39,8,8,130
357,47,8,8,130
365,55,8,8,130
373,63,8,8,130
381,71,8,8,130
389,79,8,8,130
397,87,8,8,130
405,95,8,8,130
413,103,8,8,130
421,111,8,8,130
429,119,8,8,130
437,127,8,8,130
445,135,8,8,130
453,143,8,8,130
461,151,8,8,130
469,159,8,8,130
477,167,8,8,130
485,175,8,8,130
493,183,8,8,130
501,191,8,8,130
509,199,8,8,130
517,207,8,8,130
525,215,8,8,130
533,223,8,8,130
541,231,8,8,130
549,239,8,8,130
557,247,8,8,130
565,255,8,8,130
573,263,8,8,130
581,271,8,8,130
589,279,8,8,130
597,287,8,8,130
605,295,8,8,130
613,303,8,8,130
621,311,8,8,130
629,319,8,8,130
637,327,8,8,130
645,335,8,8,130
653,343,8,8,130
661,351,8,8,130
653,359,-8,8,130
645,367,-8,8,130
637,375,-8,8,130
629,367,-8,-8,130
621,359,-8,-8,130
613,351,-8,-8,130
605,343,-8,-8,130
597,335,-8,-8,130
589,327,-8,-8,130
581,319,-8,-8,130
573,311,-8,-8,130
565,303,-8,-8,130
557,295,-8,-8,130
549,287,-8,-8,130
541,279,-8,-8,130
533,271,-8,-8,124
525,263,-8,-8,118
517,255,-8,-8,112
509,247,-8,-8,106
501,239,-8,-8,100
493,231,-8,-8,94
485,223,-8,-8,88
477,215,-8,-8,82
469,207,-8,-8,76
461,199,-8,-8,70
453,191,-8,-8,64
445,183,-8,-8,58
437,175,-8,-8,58
429,167,-8,-8,58
421,159,-8,-8,58
413,151,-8,-8,58
405,143,-8,-8,58
397,135,-8,-8,58
389,127,-8,-8,58
381,119,-8,-8,58
373,111,-8,-8,58
365,103,-8,-8,58
357,95,-8,-8,58
349,87,-8,-8,58
341,79,-8,-8,58
333,71,-8,-8,58
325,63,-8,-8,58
317,55,-8,-8,58
309,47,-8,-8,58
301,39,-8,-8,58
293,31,-8,-8,58
285,23,-8,-8,58
277,31,-8,8,58
269,39,-8,8,58
261,47,-8,8,58
253,55,-8,8,64
245,63,-8,8,70
237,71,-8,8,76
229,79,-8,8,82
221,87,-8,8,88
213,95,-8,8,94
205,103,-8,8,100
197,111,-8,8,100
189,119,-8,8,100
181,127,-8,8,100
173,135,-8,8,100
165,143,-8,8,106
157,151,-8,8,112
149,159,-8,8,118
141,167,-8,8,124
133,175,-8,8,130
125,183,-8,8,136
117,191,-8,8,142
109,199,-8,8,148
101,207,-8,8,154
93,215,-8,8,160
85,223,-8,8,166
77,231,-8,8,172
69,239,-8,8,178
61,247,-8,8,184
53,255,-8,8,190
45,263,-8,8,196
53,271,8,8,202
61,279,8,8,208
69,287,8,8,214
77,295,8,8,220
85,303,8,8,226
93,311,8,8,232
101,319,8,8,238
109,327,8,8,244
117,335,8,8,244
125,343,8,8,244
133,351,8,8,244
141,359,8,8,238
149,367,8,8,232
157,375,8,8,226
165,367,8,-8,220
173,359,8,-8,214
181,351,8,-8,208
189,343,8,-8,202
197,335,8,-8,196
205,327,8,-8,190
213,319,8,-8,184
221,311,8,-8,178
229,303,8,-8,172
237,295,8,-8,166
245,287,8,-8,160
253,279,8,-8,154
261,271,8,-8,148
269,263,8,-8,142
277,255,8,-8,136
285,247,8,-8,130
293,239,8,-8,124
301,231,8,-8,118
309,223,8,-8,112
317,215,8,-8,106
325,207,8,-8,100
333,199,8,-8,94
341,191,8,-8,88
349,183,8,-8,82
357,175,8,-8,76
365,167,8,-8,70
373,159,8,-8,64
381,151,8,-8,58
389,143,8,-8,58
397,135,8,-8,58
405,127,8,-8,58
413,119,8,-8,58
421,111,8,-8,58
429,103,8,-8,58
437,95,8,-8,58
445,87,8,-8,58
453,79,8,-8,58
461,71,8,-8,58
469,63,8,-8,58
477,55,8,-8,58
485,47,8,-8,58
493,39,8,-8,58
501,31,8,-8,58
509,23,8,-8,58
517,31,8,8,58
525,39,8,8,58
533,47,8,8,58
541,55,8,8,58
549,63,8,8,58
557,71,8,8,58
565,79,8,8,58
573,87,8,8,58
581,95,8,8,58
589,103,8,8,58
597,111,8,8,58
605,119,8,8,58
613,127,8,8,58
621,135,8,8,58
629,143,8,8,58
637,151,8,8,58
645,159,8,8,58
653,167,8,8,58
661,175,8,8,58
653,183,-8,8,58
645,191,-8,8,58
637,199,-8,8,58
629,207,-8,8,58
621,215,-8,8,58
613,223,-8,8,58
605,231,-8,8,58
597,239,-8,8,58
589,247,-8,8,58
581,255,-8,8,58
573,263,-8,8,58
565,271,-8,8,58
557,279,-8,8,58
549,287,-8,8,52
541,295,-8,8,46
533,303,-8,8,40
525,311,-8,8,34
517,319,-8,8,28
509,327,-8,8,28
501,335,-8,8,28
493,343,-8,8,28
485,351,-8,8,28
477,359,-8,8,28
469,367,-8,8,28
461,375,-8,8,28
453,367,-8,-8,28
445,359,-8,-8,34
437,351,-8,-8,40
429,343,-8,-8,46
421,335,-8,-8,52
413,327,-8,-8,58
405,319,-8,-8,64
397,311,-8,-8,70
389,303,-8,-8,76
381,295,-8,-8,82
373,287,-8,-8,88
365,279,-8,-8,94
357,271,-8,-8,100
